sku,description,image,manufacturer,meta_description,meta_title,name,name_original,price,short_description,weight
COM22863P,"La TWIG interruptor de inclinación es el equivalente a un botón, y se utiliza como una entrada digital. Cuando el interruptor se encuentra a nivel está abierto, y cuando se inclina, el interruptor se cierra. Está conectado a la línea de SIG, NC no se usa en esta rama. Hay una resistencia de montaje en superficie.
 
 <br><br><br><br>Grove - Tilt Switch<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/index.php?title=GROVE_-_Starter_Kit_v1.1b#Grove_-_Tilt_switch""><b>Seeed Studio</b></a>La TWIG interruptor de inclinación es el equivalente a un botón, y se utiliza como una entrada digital. Cuando el interruptor se encuentra a nivel está abierto, y cuando se inclina, el interruptor se cierra. Está conectado a la línea de SIG, NC no se ",/c/o/com22863p.jpg,Seeed Studio,"La TWIG interruptor de inclinación es el equivalente a un botón, y se utiliza como una entrada digital. Cuando el interruptor se encuentra a nivel está abierto, y cuando se inclina, el interruptor se cierra. Está conectado a la línea de SIG, NC no se ",Grove - Interruptor de inclinación - Silicio.mx,Grove - Interruptor de inclinación,Grove - Tilt Switch,32,"La TWIG interruptor de inclinación es el equivalente a un botón, y se utiliza como una entrada digital. Cuando el interruptor se encuentra a nivel está abierto, y cuando se inclina, el interruptor se cierra. Está conectado a la línea de SIG, NC no se usa en esta rama. Hay una resistencia de montaje en superficie.",3
CAB109C4O,"Cable 150mm
<br><br><br>8 pin dual-female jumper cable- 150mm (5 PCs pack)<br>Producto diseñado por: <a href=""https://www.google.com/search?q=Otros+-+Seeed+Studio""><b>Otros - Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Cable 150mm
",/c/a/cab109c4o.jpg,Otros - Seeed Studio,"Cable 150mm
",Jumper 8 pines hembra-hembra (5 piezas) - Silicio.mx,Jumper 8 pines hembra-hembra (5 piezas),8 pin dual-female jumper cable- 150mm (5 PCs pack),82,"Cable 150mm
",26
CNE112D1P," 
	<b>Lista del paquete:</b>
 <br> 
	<ul>
<li>
			1X Adaptador de barril con terminal de tornillo de 2,1 mm macho
		</li>
		<li>
			1X Adaptador de barril con terminal de tornillo enchufable de 2,1 mm macho
		</li>
		<li>
			1X Convertidor de terminal de barril a tornillo
		</li>
		<li>
			1X Adaptador de BNC hembra a terminal de tornillo
		</li>
		<li>
			1X Convertidor de conector de DC a JST 2 pines 
		</li>
		<li>
			1X Conector de alimentación JST de 2 pines
		</li>
	</ul> <br><br><br>Power converter 6 in 1 pack<br>Producto diseñado por: <a href=""https://www.google.com/search?q=Otros+-+Seeed+Studio""><b>Otros - Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Lista del paquete:
",/c/n/cne112d1p.jpg,Otros - Seeed Studio,"Lista del paquete:
",Paquete convertidor de alimentación 6 en 1 - Silicio.mx,Paquete convertidor de alimentación 6 en 1,Power converter 6 in 1 pack,68,"Lista del paquete:
",41
ACC18132P,"Rainbow Cube Kit Acrylic Harness es una caja de acrílico exquisito, transparente y fácil de ensamblar elaborada para Rainbow Cube Kit, está diseñado por Riley Porter @Synthetos. Este arnés está hecho de seis piezas planas de acrílico, dos bolsas de llaves, cuatro columnas de plastico de 16 mm de alto y varias tuercas y tornillos.
 
	<br> <br> 
	Para obtener instrucciones de montaje, por favor visite <a href=""http://www.seeedstudio.com/wiki/Rainbow_Cube_Kit_Acrylic_Harness"">aquí</a>.
 <br><br><br>Rainbow Cube Kit Acrylic Harness<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://www.seeedstudio.com/wiki/Rainbow_Cube_Kit_Acrylic_Harness""><b>Seeed Studio</b></a>Rainbow Cube Kit Acrylic Harness es una caja de acrílico exquisito, transparente y fácil de ensamblar elaborada para Rainbow Cube Kit, está diseñado por Riley Porter @Synthetos. Este arnés está hecho de seis piezas planas de acrílico, dos bolsas de ll",/a/c/acc18132p.jpg,Seeed Studio,"Rainbow Cube Kit Acrylic Harness es una caja de acrílico exquisito, transparente y fácil de ensamblar elaborada para Rainbow Cube Kit, está diseñado por Riley Porter @Synthetos. Este arnés está hecho de seis piezas planas de acrílico, dos bolsas de ll",Rainbow Cube Kit arnés Acrílico - Silicio.mx,Rainbow Cube Kit arnés Acrílico,Rainbow Cube Kit Acrylic Harness,245,"Rainbow Cube Kit Acrylic Harness es una caja de acrílico exquisito, transparente y fácil de ensamblar elaborada para Rainbow Cube Kit, está diseñado por Riley Porter @Synthetos. Este arnés está hecho de seis piezas planas de acrílico, dos bolsas de llaves, cuatro columnas de plastico de 16 mm de alto y varias tuercas y tornillos.
Para obtener instrucciones de montaje, por favor visite .",260
ACC39145O," 
	Grove - Conector universal de 4 pines es el conector de broche blanco de 4 clavijas utilizado en los cables Twigs, Grove y Stem, el espacio entre pines es de 2 mm. Hay 10 conectores por bolsa.
 <br><br><br>Grove - Universal 4 pin connector<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Grove - Conector universal de 4 pines es el conector de broche blanco de 4 clavijas utilizado en los cables Twigs, Grove y Stem, el espacio entre pines es de 2 mm. Hay 10 conectores por bolsa.",/a/c/acc39145o.jpg,Seeed Studio,"Grove - Conector universal de 4 pines es el conector de broche blanco de 4 clavijas utilizado en los cables Twigs, Grove y Stem, el espacio entre pines es de 2 mm. Hay 10 conectores por bolsa.",Grove - Conector universal de 4 pines - Silicio.mx,Grove - Conector universal de 4 pines,Grove - Universal 4 pin connector,15,"Grove - Conector universal de 4 pines es el conector de broche blanco de 4 clavijas utilizado en los cables Twigs, Grove y Stem, el espacio entre pines es de 2 mm. Hay 10 conectores por bolsa.",3
ACC53193P,"Éste producto trata de una sonda digital para DSO Quad (El CHC y la EC son canales digitales).
<br><br>Digital probe for DSO Quad<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Éste producto trata de una sonda digital para DSO Quad (El CHC y la EC son canales digitales).",/a/c/acc53193p.jpg,Seeed Studio,Éste producto trata de una sonda digital para DSO Quad (El CHC y la EC son canales digitales).,Sonda Digital para DSO Quad - Silicio.mx,Sonda Digital para DSO Quad,Digital probe for DSO Quad,47,Éste producto trata de una sonda digital para DSO Quad (El CHC y la EC son canales digitales).,10
ARD01163M," 
	El Shield de Arduino Ethernet permite a una tarjeta Arduino conectarse a internet. Se basa en el chip de ethernet <a href=""http://www.wiznet.co.kr/Sub_Modules/en/product/Product_Detail.asp?cate1=5&amp;cate2=7&amp;cate3=26&amp;pid=1011"">Wiznet W5100</a> (<a href=""http://www.wiznet.co.kr/UpLoad_Files/ReferenceFiles/W5100_Datasheet_v1.2.2.pdf"">ficha técnica</a>). El W5100 Wiznet proporciona una IP en la red capaz de realizar TCP y UDP (Protocolo de Control de Transmisión y Protocolo de transmisión de Datagramas). Soporta hasta cuatro conexiones de socket al mismo tiempo. 
 <br><br>Utilize la librería de Ethernet para escribir programas que se conecten a Internet a través de éste Shield.
 <br> 
	Éste Ethernet Shield se conecta a una tarjeta Arduino utilizando headers largos que se extienden a través de la tarjeta del Shield. Esto mantiene la disposición de los pines intacta y permite que otro Shield se pueda colocar encima.
 <br><br>Esta versión Rev3 aporta a este Shield el pinout 1.0 estándar, el cual consiste en 4 pines adicionales: 2 de ellos colocados cerca del pin AREF, que se utilizan para la comunicación TWI (interfaz de dos cables), y los otros 2 se colocan cerca del pin RESET. El pin IOREF se utiliza para adaptar al Shied a la placa en la que se monta. El último pin no se conecta y se reserva para usos futuros.
 <br><br>Se ha añadido en esta nueva versión una ranura de tarjeta micro-SD, que se puede utilizar para almacenar archivos y trabajarlos a través de la red. Es compatible con el Arduino Duemilanove y Arduino Mega (siempre y cuando utilizando la librería de Ethernet). 
 <br><br>Se incluye aparte un módulo de PoE (Power-over-Ethernet, energía a través del ethernet), dicho módulo puede ser soldado a la placa del Shield para proporcionar energía a partir de un sistema convencional de cable de Ethernet de par trenzado categoría 5. Es compatible con el estándar IEEE 802.3af, asímismo funciona con todos los inyectores compatibles con PoE disponibles en la actualidad.
 <br><br><b>Características</b>
 <br> 
	<ul>
<li>
			Conexión de la tarjeta micro SD con traductores de voltaje activos
		</li>
		<li>
			Sistema listo para instalarse el módulo de energía a través del ethernet PoE.
		</li>
		<li>
			Control de RESET montado en la tarjeta
		</li>
		<li>
			Compatible con la tarjeta Arduino MEGA.
		</li>
	</ul> <br><br><br><br>Arduino ETH Shield Rev3 WITH PoE Module<br>Producto diseñado por: <a href=""http://arduino.cc""><b>Arduino Team</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>El Shield de Arduino Ethernet permite a una tarjeta Arduino conectarse a internet. Se basa en el chip de ethernet  ().",/a/r/ard01163m.jpg,Arduino Team,El Shield de Arduino Ethernet permite a una tarjeta Arduino conectarse a internet. Se basa en el chip de ethernet  ().,Shield de Arduino Ethernet Rev3 con Módulo PoE - Silicio.mx,Shield de Arduino Ethernet Rev3 con Módulo PoE,Arduino ETH Shield Rev3 WITH PoE Module,1210,El Shield de Arduino Ethernet permite a una tarjeta Arduino conectarse a internet. Se basa en el chip de ethernet  ().,41
ARD101C4O," 
	Conector de 2 clavijas JST de 2,54 mm entre pines compatible con el conector de alimentación Seeeduino!
 <br><br><br>DC jack to JST 2pin Converter<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Conector de 2 clavijas JST de 2,54 mm entre pines compatible con el conector de alimentación Seeeduino!
",/a/r/ard101c4o.jpg,Seeed Studio,"Conector de 2 clavijas JST de 2,54 mm entre pines compatible con el conector de alimentación Seeeduino!
",Convertidor de conector de DC a JST de 2 pines - Silicio.mx,Convertidor de conector de DC a JST de 2 pines,DC jack to JST 2pin Converter,15,"Conector de 2 clavijas JST de 2,54 mm entre pines compatible con el conector de alimentación Seeeduino!
",6
ARD104D2P," 
	El Seeeduino Stalker V2 es un nodo sensor de red inalámbrico compatible con Arduino. Su estructura modular y periféricos incorporados lo hacen conveniente para almacenar periódicamente los datos que el sensor capture. El Seeeduino Stalker V2 es un buen candidato para todos tus proyectos de rastreo, monitoreo y control..
 <br><br>Características
	 <br> 
		<ul>
<li>
				 
					Compatible con Arduino, basado en Seeeduino
				 <br>
</li>
			<li>
				 
					Microcontrolador: ATmega328P
				 <br>
</li>
			<li>
				 
					Chip de tiempo real (reloj) con un supercap como fuente de energía de reserva.
				 <br>
</li>
			<li>
				 
					Interfaz serie con DTR para auto reset automático durante la programación cuando se opera en modo autónomo. (Para la programación, UartSBee se debe comprar por separado)
				 <br>
</li>
			<li>
				 
					Puerto para Tarjeta microSD.
				 <br>
</li>
			<li>
				 
					Conector I2C (se puede elegir el voltaje de operación entre: 5,0 V o 3,3 V)
				 <br>
</li>
			<li>
				 
					Switch y LED definidos por el usuario
				 <br>
</li>
			<li>
				 
					Conector para series Bee - 2x10 pines de 2.0mm (que son compatibles con, uno a la vez, de los siguientes módulos inalambricos: Xbee, BluetoothBee, GPSBee o RFBee)
				 <br>
</li>
		</ul> 
			<br> <br> 
			Tenga en cuenta que los puertos de entrada/salida solamente trabajan de 0 a 3.3V.
		 <br><br><br><br>Seeeduino Stalker v2<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://garden.seeedstudio.com/index.php?title=Seeeduino_v2.21""><b>Seeed Studio</b></a>El Seeeduino Stalker V2 es un nodo sensor de red inalámbrico compatible con Arduino. Su estructura modular y periféricos incorporados lo hacen conveniente para almacenar periódicamente los datos que el sensor capture. El Seeeduino Stalker V2 es un bue",/a/r/ard104d2p.jpg,Seeed Studio,El Seeeduino Stalker V2 es un nodo sensor de red inalámbrico compatible con Arduino. Su estructura modular y periféricos incorporados lo hacen conveniente para almacenar periódicamente los datos que el sensor capture. El Seeeduino Stalker V2 es un bue,Seeeduino Stalker V2 - Silicio.mx,Seeeduino Stalker V2,Seeeduino Stalker v2,650,"El Seeeduino Stalker V2 es un nodo sensor de red inalámbrico compatible con Arduino. Su estructura modular y periféricos incorporados lo hacen conveniente para almacenar periódicamente los datos que el sensor capture. El Seeeduino Stalker V2 es un buen candidato para todos tus proyectos de rastreo, monitoreo y control..",30
ARD105B1P,"<p>
	El Danger Shield es un complemento para el [ <a href=""http://www.arduino.cc/"" title=""http://www.arduino.cc"">Arduino</a> ]. Contiene una gran variedad de circuitos electrónicos útiles y divertidos que se pueden utilizar para hacer cosas divertidas y útiles. Es una placa totalmente autónoma. Usted sólo lo conecta a su Arduino, e inmediatamente podrá comenzar a utilizarlo. No requiere de componenets extras para conectarlo, sin componentes externos.
</p>
<p>
	Algunas de las características de la placa son:
</p>
<ul>
<li>
		3 x deslizadores lineales con LED integrado (cada uno conectado independientemente a PWM)
	</li>
	<li>
		03 x pulsadores
	</li>
	<li>
		2 x LED indicadores (cada uno con un PWM)
	</li>
	<li>
		1 x piezo buzzer (para hacer ruido!)
	</li>
	<li>
		1 x sensor de temperatura 
	</li>
	<li>
		1 x sensor de luz
	</li>
	<li>
		1 x sensor de detonación
	</li>
	<li>
		1 x LED de 7 segmentos (con registro de desplazamiento)
	</li>
	<li>
		LED de encendido y botón de reinicio
	</li>
</ul><br><br><br>Danger Shield Complete kits<br>Producto diseñado por: <a href=""http://www.zachhoeken.com/""><b>Zack Smith</b></a><br>Mas información disponible en: <a href=""http://garden.seeedstudio.com/index.php?title=Danger_Shield_Complete_Kits""><b>Seeed Studio</b></a>El Danger Shield es un complemento para el [  ]. Contiene una gran variedad de circuitos electrónicos útiles y divertidos que se pueden utilizar para hacer cosas divertidas y útiles. Es una placa totalmente autónoma. Usted sólo lo conecta a su Arduino",/a/r/ard105b1p.jpg,Zack Smith,El Danger Shield es un complemento para el [  ]. Contiene una gran variedad de circuitos electrónicos útiles y divertidos que se pueden utilizar para hacer cosas divertidas y útiles. Es una placa totalmente autónoma. Usted sólo lo conecta a su Arduino,Danger Shield - kit  - Silicio.mx,Danger Shield - kit ,Danger Shield Complete kits,365,"El Danger Shield es un complemento para el [  ]. Contiene una gran variedad de circuitos electrónicos útiles y divertidos que se pueden utilizar para hacer cosas divertidas y útiles. Es una placa totalmente autónoma. Usted sólo lo conecta a su Arduino, e inmediatamente podrá comenzar a utilizarlo. No requiere de componenets extras para conectarlo, sin componentes externos.",56
ARD107B1P,"El Freeduino USB es un Kit completo que incluye todos los componentes necesarios para montar un Freeduino. Y ahora el Freeduino USB Kit viene con un conector mini USB-B pre-soldado a la PCB y el microcontrolador Atmega 328.
 
 <br> 
	 
		El chip FT232RL es igualmente pre-soldado, eliminando el componente más difícil de soldar. El resto de los componentes son fáciles de soldar por agujero pasante. También cambiamos de resistencias de película metálica de 1% a las resistencias estándar para la lectura más fácil del valor para los usuarios novatos.
	 <br> 
	 <br> 
		Todo lo que necesitas es un cautin, soldadura, multímetro y habilidades soldando.
	 <br><br><br><br>Freeduino USB complete KIT<br>Producto diseñado por: <a href=""http://nkcelectronics.com/""><b>NKC Electronics</b></a><br>Mas información disponible en: <a href=""http://garden.seeedstudio.com/index.php?title=Seeeduino_v2.21""><b>Seeed Studio</b></a>El Freeduino USB es un Kit completo que incluye todos los componentes necesarios para montar un Freeduino. Y ahora el Freeduino USB Kit viene con un conector mini USB-B pre-soldado a la PCB y el microcontrolador Atmega 328.
El chip FT232RL es igualmen",/a/r/ard107b1p.jpg,NKC Electronics,"El Freeduino USB es un Kit completo que incluye todos los componentes necesarios para montar un Freeduino. Y ahora el Freeduino USB Kit viene con un conector mini USB-B pre-soldado a la PCB y el microcontrolador Atmega 328.
El chip FT232RL es igualmen",Freeduino USB - KIT  - Silicio.mx,Freeduino USB - KIT ,Freeduino USB complete KIT,325,"El Freeduino USB es un Kit completo que incluye todos los componentes necesarios para montar un Freeduino. Y ahora el Freeduino USB Kit viene con un conector mini USB-B pre-soldado a la PCB y el microcontrolador Atmega 328.
El chip FT232RL es igualmente pre-soldado, eliminando el componente más difícil de soldar. El resto de los componentes son fáciles de soldar por agujero pasante.",29
ARD121D2P," 
	En la búsqueda de un factor de tamaño pequeño, flexibilidad y funcionalidad viene Seeeduino Mega, derivado del Arduino Mega, que aprovecha el poder del Atmega2560 para darle vida a su experiencia en la construcción del proyecto.
 <br> 
 <br> 
	<b>Características</b>
 <br><ul>
<li>
		ATmega 2560 @ 16MHz
	</li>
	<li>
		5V/3.3V de operacion seleccionables
	</li>
	<li>
		70 I/O digitales
	</li>
	<li>
		16 entradas analógicas
	</li>
	<li>
		14 salidas PWM
	</li>
	<li>
		4 puertos serie por hardware (UART)
	</li>
	<li>
		Compatible con la mayoría de  las placas Arduino Duemilanove y Diecimila
	</li>
	<li>
		Factor de tamaño pequeño, un 30% más pequeño que Arduino Mega
	</li>
	<li>
		Fácil de programar, sin necesidad de hardware adicional para cargar el firmware, solo debe conectarlo a un puerto USB y ya esta.
	</li>
	<li>
		Conector ICSP
	</li>
	<li>
		Puede ser alimentado por una batería o a través de un adaptador de CA a CC
	</li>
</ul> 
	 
		 
			<br><br><br><br>Seeeduino Mega<br>Producto diseñado por: <a href=""http://www.seeedstudio.com""><b>Seeed Studio</b></a><br>Mas información disponible en: <a href=""http://garden.seeedstudio.com/index.php?title=Seeeduino_Mega""><b>Seeed Studio</b></a>En la búsqueda de un factor de tamaño pequeño, flexibilidad y funcionalidad viene Seeeduino Mega, derivado del Arduino Mega, que aprovecha el poder del Atmega2560 para darle vida a su experiencia en la construcción del proyecto.",/a/r/ard121d2p.jpg,Seeed Studio,"En la búsqueda de un factor de tamaño pequeño, flexibilidad y funcionalidad viene Seeeduino Mega, derivado del Arduino Mega, que aprovecha el poder del Atmega2560 para darle vida a su experiencia en la construcción del proyecto.",Seeeduino Mega - Silicio.mx,Seeeduino Mega,Seeeduino Mega,550,"En la búsqueda de un factor de tamaño pequeño, flexibilidad y funcionalidad viene Seeeduino Mega, derivado del Arduino Mega, que aprovecha el poder del Atmega2560 para darle vida a su experiencia en la construcción del proyecto.",25
CAB102C4O,"50 cables de pines hembra hembra para que conectes los headers directamente entre sí.
<br><br><br>1 pin dual-female jumper wire 100mm 50pcs pack<br>Producto diseñado por: <a href=""https://www.google.com/search?q=Otros+-+Seeed+Studio""><b>Otros - Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>50 cables de pines hembra hembra para que conectes los headers directamente entre sí.",/c/a/cab102c4o.jpg,Otros - Seeed Studio,50 cables de pines hembra hembra para que conectes los headers directamente entre sí.,Cable de pines hembra-hembra 100mm - 50 piezas - Silicio.mx,Cable de pines hembra-hembra 100mm - 50 piezas,1 pin dual-female jumper wire 100mm 50pcs pack,93,50 cables de pines hembra hembra para que conectes los headers directamente entre sí.,30
ACC08273P," 
	Los atenuadores de SMA se utilizan para reducir la potencia de entrada, y por lo tanto permitir que el Explorador de RF pueda medir señales más fuertes. También se utiliza para proteger el puerto de entrada SMA del Explorador RF cuando fuertes señales desconocidas pueden estar en el medio ambiente, asi que puede utilizar este atenuador en demanda. Usted fácilmente puede desconectar el atenuador cuando la medición este diseñada para señales débiles.
 <br> 
 <br> 
	También puede combinar varios atenuadores para obtener valores adicionales. Por ejemplo, unos  atenuadores 10dB + 30dB conectados en serie le darán una atenuación total de 40dB.
 <br> 
 <br> 
	El firmware Explorer RF v1.09 y más reciente incluye una característica ""DB Offset"" en el menú de atenuador, se debe especificar (-30) dB en este ajuste cuando el atenuador está conectado con el fin de obtener lecturas correctas en la pantalla.
 <br> 
 <br> 
	Este atenuador de 30dB ampliará el rango de protección válida de la mayoría de los modelos Explorador de RF de hasta +30 dBm con seguridad (1W).
 <br> 
 <br> 
	Consulte <a href=""http://www.rf-explorer.com/care"">este artículo</a> para obtener más detalles sobre la protección de su Explorador de RF.
 <br> 
 <br> 
	<b>Características</b>
 <br><ul>
<li>
		VSWR Confiable
	</li>
	<li>
		Fácil mantenimiento
	</li>
	<li>
		Amplia aplicación de banda ancha de frecuencia
	</li>
	<li>
		Valuación direccional 1 Watt
	</li>
</ul> 
	<b>Especificaciónes</b>
 <br> 
	<ul>
<li>
			Rango de frecuencia: DC ~ 3.0 GHz
		</li>
		<li>
			Impedancia (nominal): 50Ω
		</li>
		<li>
			Potencia: 1 W (+30 dBm)
		</li>
		<li>
			Atenuación: 30 dB
		</li>
		<li>
			Tolerancia: + / - 1dB/max
		</li>
		<li>
			VSWR (max): 1,20: 1
		</li>
		<li>
			Tipo de conector: SMA macho - hembra
		</li>
		<li>
			Conector: latón / enchapadoo en oro
		</li>
		<li>
			Cuerpo: Latón / enchapado en oro
		</li>
	</ul> 
		<a href=""http://www.seeedstudio.com/document/F01-A0330-4.pdf""><b>Hoja de datos</b></a>
	 <br> <br><br><br>SMA Attenuator - 30dB<br>Producto diseñado por: <a href=""https://www.google.com/search?q=Otros+-+Seeed+Studio""><b>Otros - Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Los atenuadores de SMA se utilizan para reducir la potencia de entrada, y por lo tanto permitir que el Explorador de RF pueda medir señales más fuertes. También se utiliza para proteger el puerto de entrada SMA del Explorador RF cuando fuertes señales",/a/c/acc08273p.jpg,Otros - Seeed Studio,"Los atenuadores de SMA se utilizan para reducir la potencia de entrada, y por lo tanto permitir que el Explorador de RF pueda medir señales más fuertes. También se utiliza para proteger el puerto de entrada SMA del Explorador RF cuando fuertes señales",Atenuador SMA - 30dB - Silicio.mx,Atenuador SMA - 30dB,SMA Attenuator - 30dB,375,"Los atenuadores de SMA se utilizan para reducir la potencia de entrada, y por lo tanto permitir que el Explorador de RF pueda medir señales más fuertes. También se utiliza para proteger el puerto de entrada SMA del Explorador RF cuando fuertes señales desconocidas pueden estar en el medio ambiente, asi que puede utilizar este atenuador en demanda. Usted fácilmente puede desconectar el atenuador cuando la medición este diseñada para señales débiles.",5
ACC08275B," 
	El Bluetooth se ha convertido en una tecnología de intercambio de datos inalámbrico que no podemos imaginar una vida sin él. Existe en casi todos nuestros aparatos electrónicos portátiles como los teléfonos móviles, auriculares manos libres y algunos ordenadores. Es una tecnología perfecta para los dispositivos digitales que no tienen una piscina enorme de poder para compartir sus datos convenientemente. Y este adaptador es una pequeña herramienta para convertir cualquier dispositivo con puerto USB en un dispositivo Bluetooth fresco.
 <br> 
 <br> 
	<b>Características</b>
 <br><ul>
<li>
		""Plug-and-play"", sin necesidad de instalación de algún controlador
	</li>
	<li>
		Fuerte antena de cerámica
	</li>
	<li>
		Dirección Bluetooth exclusiva para cada dispositivo
	</li>
	<li>
		Software de Permiso IVT incluido
	</li>
</ul> 
	<b>Especificaciones</b>
 <br> 
	<ul>
<li>
			Versión Bluetooth: Bluetooth V2.0 + EDR
		</li>
		<li>
			Tipo de interfaz: USB 2.0
		</li>
		<li>
			Alcance efectivo: 10 m en espacio abierto
		</li>
		<li>
			Modo de modulación: frecuencia de 2,4 G secuencia directa de salto (FHSS)
		</li>
		<li>
			Potencia de emisión: Clase 2
		</li>
		<li>
			Tamaño y peso: 22x18x7 mm 2,5 g  
		</li>
		<li>
			Sistema operativo: 98SE/2000/XP/2003/Vista/Win 7
		</li>
	</ul> <br><br><br>Bluetooth USB Dongle<br>Producto diseñado por: <a href=""https://www.google.com/search?q=Otros+-+Seeed+Studio""><b>Otros - Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>El Bluetooth se ha convertido en una tecnología de intercambio de datos inalámbrico que no podemos imaginar una vida sin él. Existe en casi todos nuestros aparatos electrónicos portátiles como los teléfonos móviles, auriculares manos libres y algunos ",/a/c/acc08275b.jpg,Otros - Seeed Studio,"El Bluetooth se ha convertido en una tecnología de intercambio de datos inalámbrico que no podemos imaginar una vida sin él. Existe en casi todos nuestros aparatos electrónicos portátiles como los teléfonos móviles, auriculares manos libres y algunos ",Adaptador Bluetooth USB - Silicio.mx,Adaptador Bluetooth USB,Bluetooth USB Dongle,165,"El Bluetooth se ha convertido en una tecnología de intercambio de datos inalámbrico que no podemos imaginar una vida sin él. Existe en casi todos nuestros aparatos electrónicos portátiles como los teléfonos móviles, auriculares manos libres y algunos ordenadores. Es una tecnología perfecta para los dispositivos digitales que no tienen una piscina enorme de poder para compartir sus datos convenientemente.",3
ACC13132B," 
	Un caso fuerte! Con un cinturón negro entre su tapa superior, se parece a una cabeza armada de un robot! ¿Por qué no le pones dos ojos láser y lo conviertes en un arma temible! Dentro de la caja, hemos establecido dos ganchos de fuerza para que sujete sus circuitos. Y tada, un gran agujero ha sido cortado para un avanzado caso o para los periféricos. Aquí están algunos detalles sobre esta carcasa:
 <br><br><ul>
<li>
			Dimensiones interiores: 52x106x156mm; dimensiones exteriores: 56x110x160mm, espesor: 2mm; cuatro agujeros roscados: 94mmx130mm, placa interior: 42x84mm
		</li>
		<li>
			Color: Una caja blanca con un cinturón negro superior y una caja inferior azul.
		</li>
		<li>
			Hecha de plástico grueso
		</li>
		<li>
			4 tornillos son necesarios para fijar la parte superior y la inferior 
		</li>
		<li>
			Una pieza de plástico se utiliza para cubrir el agujero para periféricos
		</li>
		<li>
			Otros 4 tornillos cortos son preparados en el caso de la fijación de algunos componentes dentro de la caja
		</li>
	</ul> <br><br><br>Practical Plastic Enclosure 56x110x160 mm<br>Producto diseñado por: <a href=""https://www.google.com/search?q=Otros+-+Seeed+Studio""><b>Otros - Seeed Studio</b></a><br>Mas información disponible en: <a href=""""><b>Seeed Studio</b></a>Un caso fuerte! Con un cinturón negro entre su tapa superior, se parece a una cabeza armada de un robot! ¿Por qué no le pones dos ojos láser y lo conviertes en un arma temible! Dentro de la caja, hemos establecido dos ganchos de fuerza para que sujete",/a/c/acc13132b.jpg,Otros - Seeed Studio,"Un caso fuerte! Con un cinturón negro entre su tapa superior, se parece a una cabeza armada de un robot! ¿Por qué no le pones dos ojos láser y lo conviertes en un arma temible! Dentro de la caja, hemos establecido dos ganchos de fuerza para que sujete",Caja de plastico de 56x110x160mm - Silicio.mx,Caja de plastico de 56x110x160mm,Practical Plastic Enclosure 56x110x160 mm,180,"Un caso fuerte! Con un cinturón negro entre su tapa superior, se parece a una cabeza armada de un robot! ¿Por qué no le pones dos ojos láser y lo conviertes en un arma temible! Dentro de la caja, hemos establecido dos ganchos de fuerza para que sujete sus circuitos. Y tada, un gran agujero ha sido cortado para un avanzado caso o para los periféricos.",180
