SKU,Imagen,Nombre,Precio,Descripci�n,Peso
SEN23931P,/s/e/sen23931p.jpg,Grove - Sensor de Electricidad, $82.00 ,"El módulo sensor de electricidad se basa en el transformador actual TA12-200, que puede cambiar una gran corriente alterna en una de pequeña amplitud. Se puede utilizar para probar corriente alterna de hasta 5A.",10
SEN32357P,/s/e/sen32357p.jpg,Grove - Sensor de movimiento PIR (infrarrojo pasivo), $146.00 ,"Este es un sensor de movimiento PIR (infrarrojo pasivo/passive infrared) muy fácil de utilizar, tiene una interfaz compatible con Grove. Simplemente conéctelo al Stem Shield o un Shield Madre y prográmelo: cuando alguien o algo se mueve en su gama de detección, el sensor emite un estado de ALTO o VERDADERO en su pin SIG.",6
SEN39046P,/s/e/sen39046p.jpg,Grove - Sensor de proximidad infrarrojo de 80cm, $285.00 ,"El sensor de proximidad infrarrojo de 80cm es un sensor de medición de distancias de propósito general, este sensor toma una lectura continua de la distancia y devuelve un voltaje analógico correspondiente a un rango de 10 cm (4 "") a 80 cm (30""). Puede ser utilizado en televisores, ordenadores personales, automóviles, etc.",10
SEN51035P,/s/e/sen51035p.jpg,Grove - Sensor de Temperatura y Humedad, $250.00 ,"Este producto es un sensor de temperatura y humedad de alta presición utilizado en condiciones del hogar. Se compone de un elemento capacitivo utilizado para medir o sensar la humedad relativa del ambiente, asimismo para medir la temperatura utiliza un coeficiente negativo de temperatura con termistores (NTC). Cada uno de estos sensores Grove fueron calibrados de manera exacta en una sala de humedad y temperatura controlada.",5
SEN51153P,/s/e/sen51153p.jpg,Grove - Sensor táctil I2C, $280.00 ,"El módulo de sensor táctil I2C se basa en el chip Freescale MPR121 para sentir el contacto o la proximidad de los dedos humanos. Este sensor se compone de 2 partes: un controlador y 4 sensores de tacto digitales. Inserte los conectores de las antenas en la base de controlador de sensor, y luego puede empezar a utilizarlos, controlando sus proyectos o productos a través de sus dedos (touch).",15
SEN60256P,/s/e/sen60256p.jpg,Grove - Sensor de Color I2C, $325.00 ,"Este módulo se basa en el sensor de colores TCS3414CS con salida digital I2C. Está basado en un arreglo de fotodiodos filtrados de 8*2, así como convertidores análogo-ditial ADC de 16 bits, con lo que se puede obtener una muy buena calidad de la cromaticidad del color de la luz ambiente o de los objetos que se quieren sensar. De los 16 fotodiodos, 4 tienen filtros rojos, 4 tienen filtros verdes, 4 azules y 4 no tienen filtro (blanco).",7
SEN71254P,/s/e/sen71254p.jpg,Grove - Grabadora de sonidos, $215.00 ,"El grabador de sonido está basado en el APR9600, que ofrece verdadera grabación de voz en un solo chip, almacenamiento no volátil, y la capacidad de reproducción de 32 a 60 segundos. El muestreo es de 8k y 32s totales para el Seeed Twig - Grabadora de sonidos, dividido en 4 secciones, cada sección puede ser controlada independientemente. Ademas, este grabador de sonido es también  compatible con la  interfaz Grove y puede controlarse manualmente o con Arduino/Seeedduino.",18
SEN81627M,/s/e/sen81627m.jpg,EasyVR - Módulo multi-propósito de reconocimiento de voz, $980.00 ," EasyVR es un módulo multi-propósito de reconocimiento de voz diseñado para añadir capacidades de reconocimiento de voz eficazes, versátiles, robustas y económica para prácticamente cualquier aplicación. EasyVR es la versión de segunda generación del exitoso módulo VRbot y se basa en las características y la funcionalidad de su predecesor.
El módulo EasyVR se puede utilizar con cualquier host con una interfaz UART alimentado a 3,3 V - 5V, tales como PIC y placas Arduino.",10
SEN90502P,/s/e/sen90502p.jpg,Grove - Sensor de Gas (MQ5), $112.00 ,"El sensor de gas (MQ5) es útil para la detección de fugas de gas (en el hogar y la industria). Es capaz de detectar G-LP, gas natural, gas ciudad y entre otros. Basado en el muestro rápido puede tomar mediciones tan  pronto como sea posible. La sensibilidad puede ser ajustada por el potenciómetro.",10
SEN90512P,/s/e/sen90512p.jpg,Grove - Sensor de Gas (MQ2), $112.00 ,"El sensor de gas (MQ2)-Grove es útil para la detección de fugas de gas (en el hogar y la industria). Es capaz de detectar LPG, i-butano, metano, alcohol, hidrógeno, entre otros. Basado en el muestro rápido puede tomar mediciones tan pronto como sea posible. También la sensibilidad puede ser ajustada por el potenciómetro.",10
SEN91224P,/s/e/sen91224p.jpg,Grove - Camara Serial, $820.00 ,"El módulo Serial Camera V0.9b es una cámara a color con formato JPEG de fácil uso con MCU. Con un procesador de imagen DSP integrado permite generar imágenes JPEG 320 * 240 o 640 * 480 sin información de imagen, la imagen capturada se almacena en el buffer interno y se transfiere a través del puerto UART.",40
SEN92355P,/s/e/sen92355p.jpg,Grove - Sensor de humedad, $82.00 ,"Este sensor de humedad se puede utilizar para detectar la humedad del suelo o detectar si hay agua alrededor del sensor, ¡permite que las plantas de tu jardín busquen ayuda humana! Son muy fáciles de usar, basta con insertar el sensor en el suelo y luego leer la información que proporciona. Con la ayuda de este sensor, será posible que las plantas le recuerden: ¡Hey! tengo sed, por favor dame un poco de agua.",4
SLD12148P,/s/l/sld12148p.jpg,Grove - Shield Placa Base, $150.00 ,"Esta es la nueva versión de la placa bloque electrónica. Estandarizamos todos los conectores en 4 pines (señal 1, señal 2, VCC y GND) con conectores de 2 mm, lo que permite simplificar el cableado de proyectos de electrónica. Los conectores de 4 pines de broche permiten también que el cableado sea más estable.
Esta placa es en forma muy similar a una placa para Arduino, y de hecho se utiliza como tal con nuestro Seeeduino o Mega board.In v1.",20
SLD51112M,/s/l/sld51112m.jpg,Kit - Video Game Shield, $530.00 ,"El Video Game Shield es módulo para hacer sus propios juegos de video, incluyendo gráficos, texto, efectos de sonido y música! Usando el poder del código abierto, este shield incluye todo lo necesario para hacer impresionantes videojuegos en blanco y negro para su televisor. Se admite un máximo de dos controladores de Nintendo Wii Nunchuck para una interfaz sencilla y familiar.",30
SLD80453P,/s/l/sld80453p.jpg,Shield NFC, $485.00 ,La placa NFC es una interfaz de comunicación cercana de campo para Arduino construido en torno al popular circuito integrado NXP PN532. NFC es una tecnología de radio de corta distancia que permite la comunicación entre dispositivos que son mantenidos juntos. La tecnología NFC tiene sus raíces en la tecnología RFID y es una tecnología de plataforma abierta estandarizado en el ECMA-340 y 18092 ISO/IEC.,17
TES12452P,/t/e/tes12452p.jpg,Cable de pruebas Logic Shrimp, $93.00 ,"Este es el cable de sondas o de pruebas para Logic Shrimp.
Dispone de un conector de 5 pines hembras y 5 cables independientes de prueba con pinzas en la punta.",10
TES33949P,/t/e/tes33949p.jpg,Placa de desarrollo CPLD XC9572XL v1b, $355.00 ,"¿Alguna vez se ha bloqueado en la elección de la combinación lógica de chips adecuada o traductor de niveles de tensión? Renuncia a la caza y crea tu propio chip lógico personalizado. Los CPLDs pueden darle la lógica que necesita, con el pinout que desea, al mismo tiempo que ahorra espacio y revisiones.
La familia Xilinx XC9500XL tiene algunas de las más baratas y fácilmente disponibles CPLDs.",7
TES34053P,/t/e/tes34053p.jpg,Placa de desarrollo CPLD CoolRunner-II XC2C64A, $355.00 ,"¿Alguna vez se ha bloqueado en la elección de la combinación lógica de chips adecuada o traductor de niveles de tensión? Renuncia a la caza y crea tu propio chip lógico personalizado. Los CPLDs pueden darle la lógica que necesita, con el pinout que desea, al mismo tiempo que ahorra espacio y revisiones.
El CPLD CoolRunner-II XC2C tiene dos bancos separados de pines que pueden funcionar a diferentes voltajes, resistencias internas de pull-up, y poseedores de pines.",7
TES41015P,/t/e/tes41015p.jpg,Logic Shrimp v1- analizador lógico, $820.00 ,"El Logic Shrimp es un analizador lógico de velocidad media y bajo costo con una interfaz USB. Puede capturar hasta 256 K muestras a 20MHz. Compatible con el SUMP de código abierto .
Logic Shrimp no viene con cable de prueba.",12
TES41950P,/t/e/tes41950p.jpg,Bus Blaster v2 - Depurador JTAG, $820.00 ,"Bus Blaster v2 es un JTAG debugger experimental de alta velocidad de Dangerous Prototypes. Gracias a un buffer reprogramable, una actualización sencilla a través de USB hace el Bus Blaster v2 compatible con muchos tipos diferentes de depuración JTAG debugger en un popular software de código abierto.",15
TES42756P,/t/e/tes42756p.jpg,Toy USB infrarrojo v2, $417.30 ,"USB diseñado por DangerousPrototypes.com. Utilice un control remoto con su computadora, vea las señales infrarrojas en un analizador lógico, capture y reproduzca botones de control remoto, y reproduzca códigos de encendido de TV.",7
TES52959P,/t/e/tes52959p.jpg,HiJack Paquete de Desarrollo iOS," $1,840.00 ","HiJack es una plataforma de hardware/software para la creación de sensores periféricos de pulgadas cúbicas para teléfonos móviles. Los dispositivos HiJack  se alimentan y usan el ancho de banda de la interfaz de auriculares del teléfono móvil. La plataforma HiJack permite una nueva clase de sensores periféricos pequeños y baratos en teléfono con soporte plug-and-play. Hijack ha sido probado con el iPhone 3G/3GS/4G, iPod Touch y dispositivos iPad.",70
TES80912P,/t/e/tes80912p.jpg,HiJack Placa Principal - Desarrollo iOS," $1,380.00 ","HiJack es una plataforma de hardware/software para la creación de sensores periféricos de pulgadas cúbicas para teléfonos móviles. Los dispositivos HiJack se alimentan y usan el ancho de banda de la interfaz de auriculares del teléfono móvil. La plataforma HiJack permite a una nueva clase de sensores periféricos pequeños y baratos en teléfonos con soporte plug-and-play. Hijack ha sido probado con el iPhone 3G/3GS/4G, iPod Touch y dispositivos iPad.",7
TES80914P,/t/e/tes80914p.jpg,Programador Hijack, $680.00 ,"Este programador hijack se utiliza para programar el módulo Hijack. Cuando un nuevo firmware de Hijack sea liberado, puede actualizar el firmware con este módulo.
Para obtener más información, puede visitar su  o  .",7
THM106B3P,/t/h/thm106b3p.jpg,Plataforma web V1.1 ensamblada, $870.00 ,"Plataforma Web basada en PIC 33F, basada en el modulo de Dangerous Prototypes.",32
THM109D2P,/t/h/thm109d2p.jpg,Jugete Infrarojo USB - Placa PCB, $165.00 ,"Solo la placa del jugete infrarojo USB. Es el mismo PCB que el ya ensamblado, con unas adiciones:
Tenemos el PCB, pero usted tendrá que conseguir sus componentes.",6
THM110D2P,/t/h/thm110d2p.jpg,Logic Sniffer (Analizador Lógico) 16-Bit Buffer Wing, $355.00 ,"Esta es una Buffer Wing para el Logic Sniffer, de 16-bit con entrada y búffer de 5V de tolerancia.",10
TOL123D3P,/t/o/tol123d3p.jpg,Fuente de 5V/3.3V para ProtoBoard, $135.00 ,"puede conectarse directamente de una fuente de alimentación de CD y generar un voltaje regulado de 5 ó 3.3 volts, según su selección.
Comparado con otros diseños de plataformas de alimentación, éste proporciona un puerto mini-USB como el Seeeduino, un interruptor permite seleccionar la fuente de alimentación. (USB o clavija de CD). También utilizamos las clavijas JST-2 de alimentación, como en el Seeeduino.",15
TOL124D5O,/t/o/tol124d5o.jpg,Sonda de repuesto para DSO Nano, $18.00 ,"Sonda de repuesto para DSO nano.
Si usted necesita una segunda sonda, consiga esta útil sonda.",14
TOL129C3P,/t/o/tol129c3p.jpg,"Mini convertidor de sonda TRS 3,5 mm a BNC", $36.00 ,"Otro mini convertidor de sonda TRS de 3,5 mm a BNC, usted puede convertir directamente cualquier otra sonda BNC de otro osciloscopio a una sonda compatible con DSO nano.",10
TOL133C4O,/t/o/tol133c4o.jpg,Soporte Aluminio para DSO Nano y DSO Quad, $29.00 ,"Un stand muy bonito para DSO Nano v1/v2/v3 o DSO Quad.
Está hecho de una aleación de aluminio, de color negro muy sofisticado y agradable.",5
WLS01051O,/w/l/wls01051o.jpg,Grove - 315MHz kit simple enlace de RF, $128.00 ,"Este kit se utiliza para la comunicación inalámbrica en una dirección a una frecuencia de 315 MHz e incluye un módulo transmisor y un módulo receptor. La configuración twig de este kit permite la transmisión a una distancia de 40 metros en interiores, 100 metros en exteriores.",7
WLS01052O,/w/l/wls01052o.jpg,Grove - 433MHz kit enlace RF, $128.00 ,"Este kit se utiliza para la comunicación inalámbrica en una dirección a una frecuencia de 433 MHz e incluye un módulo transmisor y un módulo receptor. La configuración twig de este kit permite la transmisión a una distancia de 40 metros en interiores, 100 metros en exteriores.",7
WLS114A0P,/w/l/wls114a0p.jpg,Shield XBee®, $165.00 ,La placa Xbee le permite a un Arduino comunicarse de forma inalámbrica utilizando Zigbee. Se basa en el  . El módulo se puede comunicar hasta 100 pies en interiores o al aire libre 300 pies (con línea de vista). Puede ser utilizado como un reemplazo serial/USB o se puede poner en modo comando y configurarlo para una variedad de opciones de transmisión.,8
WLS12136P,/w/l/wls12136p.jpg,Grove - Receptor infrarrojo, $66.00 ,"El receptor infrarrojo se utiliza para recibir señales infrarrojas y también se utiliza para la detección de mandos a distancia. Hay un detector de infrarrojos en el receptor infrarrojo que se utiliza para obtener la luz infrarroja emitida por el emisor. El detector de IR tiene en su interior un demodulador que busca IR modula a 38 KHz. El receptor de infrarrojos puede recibir señales dentro de 10 metros. Si hay más de 10 metros, el receptor no puede recibir las señales.",5
WLS12148P,/w/l/wls12148p.jpg,Grove - Emisor Infrarrojo, $72.00 ,"El emisor de infrarrojo se utiliza para transmitir señales a través de un LED infrarrojo, mientras que en el otro lado hay un receptor de infrarrojos para leer dichas las señales. 
Un LED infrarrojo es como cualquier otro LED, pero el tamaño de la onda de luz que emite es en torno a los 940 nm, en la zona infrarroja del espectro electromagnético.",5
WLS31746P,/w/l/wls31746p.jpg,Grove - Módulo Bluetooth Serial, $375.00 ,"Éste módulo de Bluetooth de comunicación serial es fácil de utilizar, es compatible con el Shield Stem Basico, el cual está diseñado para la configuración de la conexión inalámbrica de forma transparente.
Éste módulo Bluetooth Serial tiene un Bluetooth plenamente cualificado V2.0 + EDR (Transmisión mejorada de datos), Modulación de 3Mbps con un transmisor/receptor completo con radio de 2.4 GHz y banda base.",2
MOT19943P,/m/o/mot19943p.jpg,EasyDriver v4.4  - Motores Paso a Paso / Stepper, $215.00 ,"Cada EasyDriver puede manejar hasta 750 mA por fase sobre un motor stepper bipolar. Su valor predeterminado es de 8 pasos en modo microstepping. (Así que si su motor es de 200 pasos completos por revolución, puede llegar a 1600 pasos / rev con EasyDriver.)
Es un controlador chopper microstepping basado en el chip controlador .",8
ACC08221B,/a/c/acc08221b.jpg,Filamento ABS para Impresora 3D, $710.00 ,"El ABS es un copolímero de estireno polimerizado compuesto de acrilonitrilo, butadieno y estireno. El acrilonitrilo y estireno ABS dan rigidez y logran una superficie brillante. El polibutadieno da la tenacidad y resistencia al impacto necesaria. Aparte de estas cualidades, el ABS permite una mejor fluidez tras la fusión, así mismo resiste a la corrosión y la abrasión. Estas cualidades, combinadas lo convierten en un material ideal para el modelado por inyección y extrusión.",1170
ACC08227B,/a/c/acc08227b.jpg,Filamento PLA para impresora 3D - Original, $710.00 ,"PLA es un polímero respetuoso del medio ambiente derivado originalmente de cultivos como el maíz. A diferente del ABS, PLA tiene una temperatura de transición de cristal firme, alrededor de 60°C a 65°C, y requiere una menor temperatura de la extrusora, alrededor de 180°C a 200°C.",1142
ACC12152O,/a/c/acc12152o.jpg,Paquete de conversión JST de 2.54 mm a 2.00 mm, $13.00 ,"Este cable se utiliza para convertir JST 2,54 mm a 2,0 mm. Hace que los productos antiguos con conector JST 2.54 JST sean compatibles con baterías de 2,0 mm y paneles solares. Éste paquete está compuesto por un socket hembra JST 2,54 mm para cable con socket macho JST de 2,0 mm, así como un conector de socket hembra JST 2,0 mm a un socket JST de 2.54 mm macho.",3
ACC131N9B,/a/c/acc131n9b.jpg,Contenedor plástico 28x44x70 mm, $82.00 ,Esta caja es un contenedor general para diferentes usos.,22
COM12293B,/c/o/com12293b.jpg,Solenoide CC HCNE1-0416, $240.00 ,"Este solenoide unidireccional y autoajustable de 24-Volt DC es ideal para proyectos! Estos tipos de solenoides se utilizan a menudo para cerraduras de puertas automáticas, máquinas expendedoras, robots, etc. Sin embargo, son muy buenas para la mayoría de los proyectos que requiera un solenoide CC.",9
MED60389M,/m/e/med60389m.jpg,Electrodos ECG (10 Pcs), $33.00 ,"Electrodo Deshechable de ECG es un electrodo Ag o AgCl, que consisten en material de base de revestimiento, gel conductor, y la hebilla como electrodo. El material de revestimiento de base utiliza la tela no tejida, el papel transpirable, de algodón o espuma de PE y con adesivo médico hipoalergénico. Es de tipo Y S55.",2
POW103C1P,/p/o/pow103c1p.jpg,Batería de Iones de polímero de Litio - 2A, $200.00 ,"Esta es una batería de peso ligero, de alta densidad de energía. Genera un valor nominal de 3.7 V y 2000mAh, viene con un socket de conexión estándar JST de 2 pines, con un espaciado entre pines de 2.0.",25
POW108C1M,/p/o/pow108c1m.jpg,Batería de repuesto DSO Nano V2, $90.00 ,"Compre esta batería si tiene problemas con la batería de su DSO Nano V2. Tenga en cuenta que la batería sólo es compatible con DSO Nano v2, que no viene con el conector JST de 2 pines por lo que no se puede conectar a DSO Nano v1.",10
POW31944M,/p/o/pow31944m.jpg,Dinamo con soporte para bicicletas - 6V 3W, $112.00 ,"Un dinamo de bicicleta que genera 6v y 3w de potencia. Sólo tiene que instalar este dinamo al costado del asiento trasero de su bicicleta o en la y delantera. El dinamo debe estar situado delante del soporte de montaje. Para evitar que el dinamo entre en contacto con su rueda de bicicleta, basta con presionar el dinamo hacia abajo, y usted tendrá una velocidad de desplazamiento superior. Utilice este dinamo para encender LEDs, o lo que guste.
Tamaño: 8X31X20.",170
RFR103B2B,/r/f/rfr103b2b.jpg,Combo de etiquetas RFID tag (125khz) - 5 piezas, $43.00 ,"125Khz, EM4100 estándar.
El combo incluye:
Compatible con el módulo RDM630.",29
RFR104A1B,/r/f/rfr104a1b.jpg,"Tarjetas RFID (13,56MHz) Mifare-One", $36.00 ,"Modelo: FM1108 IC S50
● Frecuencia de resonancia: 13.56MHZ
● Memoria: Bit 8K de memoria EEPROM
● Operación temp.",7
ROB12745M,/r/o/rob12745m.jpg,Mini Servo de alta sensibilidad EMAX 9g ES08A, $190.00 ,"Este servo EMAX es un servo para los que apenas comienzan a disfrutar de la diversión del control de un servo. Este producto incluye un conjunto completo de los ejes comunes, como se muestra en las fotos, ideales para pequeños proyectos mecatrónicos. 
Pero si usted ya cuenta con un sistema Grove y prefiere simplemente conectar y probar, echa un vistazo a  que tenemos.",9
SEN01161B,/s/e/sen01161b.jpg,"Etiqueta 13,56 RFID para libro", $25.00 ,"La etiqueta de RFID de 13,56 MHz puede ser utilizado en la identificación de los libros.
Y puede ser leído por casi cualquier lector 13,56 RFID/NFC como el lector de RFID 13,56 MHz y NFC / RFID Shield.",1
STR101C2M,/s/t/str101c2m.jpg,ProtoBoard Transparente - 8.2 x 5.3 cm, $59.00 ,"Tarjeta de prototipos de tamaño medio, buena para proyectos pequeños. Es de 8.2 cm x 5,3 cm, con una banda doble estándar en el centro y dos carriles de alimentación en ambos lados. Puede tirar de los carriles de alimentación con facilidad para hacer la protoboard tan delgada como 3,5 cm y pegarlo en un Protoshield Arduino.",50
STR103C2B,/s/t/str103c2b.jpg,Contenedor de aluminio para proyectos - 113 * 70 * 25 (mm), $123.00 ,"Dimensión exterior: 113 * 70 * 25 (mm)
Dimensión interior: 110 * 65 * 21 (mm)
Resistente al agua: No
Doble carril para tarjetas de 1.6mm de grosor.
Construída de aluminio, color gris acero.",123
STR120C2M,/s/t/str120c2m.jpg,Mini Protoboard de 4.5x3.5CM - Verde, $42.00 ,"Se trata de una mini placa de desarrollo muy útil con 170 puntos de amarre. Cuenta con 5 colores, auto-adhesivo, un diseño perfecto para pequeños proyectos.",15
STR127C2B,/s/t/str127c2b.jpg,Contenedor de aluminio para proyectos - 111 * 67 * 16 (mm), $106.00 ,"Dimensión exterior: 111*67*16 (mm)
Dimensión interior: 110*60*12 (mm)
Resistente al agua: No 
Construída de aluminio, color acero platinado.",72
STR132C2B,/s/t/str132c2b.jpg,"ProtoBoard 6 cm * 8 cm - 2,0 mm", $50.00 ,"Protoboard de alta calidad le da 6x8cm de espacio de construcción para componentes con pines macho pasantes con 2.0mm de agujeros espaciados. Es compatible con los productos de la serie Bee (Xbee y Bluetooth Bee, GPSbee, RFbee), Grove system (Electronic brick 2,0).",10
SWT111C5B,/s/w/swt111c5b.jpg,Joystick analógico de Playstation2, $59.00 ,"Este es un joystick muy similar a los ""joysticks analógicos"" para los controles de PS2 (PlayStation 2). Los movimientos direccionales son simplemente dos potenciómetros - uno para cada eje. Los Pots son ~ 10k cada uno. Este joystick también tiene un botón de selección que se activa cuando la palanca se presiona hacia abajo.",10
TEM04202B,/t/e/tem04202b.jpg,Caja de almacenamiento para componentes pequeños - 5 piezas - rojo, $33.00 ,"Puede utilizar esta caja para guardar todas las piezas pequeñas, como los chips de circuitos integrados, condensadores, resistencias, tornillos pequeños, tuercas, etc. Los contenedores pueden ensamblarse entre sí . Esta característica le permite hacer su propia caja a cualquier configuración que usted desee.",6
TEM0514FB,/t/e/tem0514fb.jpg,Adaptador de corriente universal AC europeo, $24.00 ,"Viajar a Europa nunca ha sido tan fácil con nuestro enchufe adaptador universal de CA. Este adaptador universal convierte todos los tipos de enchufes, incluyendo, pero no limitado a, del norte de África, británicos, EE.UU., y los enchufes australianos al formato europeo.
 
Incluso es útil para el aficionado europeo a la tecnología que recoge artículos electrónicos de todo el mundo y los quiere usar en casa.",26
TOL105C2B,/t/o/tol105c2b.jpg,"ProtoBoard 9cm*15cm - 2,0 mm", $69.00 ,"Esta Protoboard o tarjeta de desarrollos de alta calidad le da 9x15cm de espacio de construcción para componentes de agujero pasantes de 2.0mm de espaciado. Es compatible con los productos de la serie Bee (Xbee y Bluetooth Bee, GPSbee, RFbee), y sistemas Grove (Bloque electrónico 2,0).",20
TOL113C3O,/t/o/tol113c3o.jpg,Fuente de Alimentación de pared - 6.5V C.D. 2 A, $80.00 ,"Fuente de potencia de pared. Convierte la corriente alterna a corriente directa en 6.5V y 2A.
Funciona muy bien con Arduino/Seeeduino/Rainbowduino.
Funciona bien para entradas entre 100-240 VAC.",83
SLD07101P,/s/l/sld07101p.jpg,Shield de Superposición de Video, $940.00 ,"El Shield, compatible con Arduino, permite superponer texto en vídeo analógico usando el chip de   visualización en pantalla Maxim MAX7456. Esta tarjeta permite fácil superposición de texto en una señal de vídeo analógica, NTSC o PAL. Conecte esta tarjeta a su placa con procesador Arduino favorito para empezar.",22
SLD08201P,/s/l/sld08201p.jpg,Shield Bus CAN, $550.00 ,"CAN-Bus es un bus industrial común debido a su larga distancia de recorrido, mediana velocidad de comunicación y gran fiabilidad. Se encuentra comúnmente en máquinas herramientas modernas, y como bus de diagnóstico automotriz. Esta placa CAN-BUS adopta el controlador MCP2515 CAN Bus mediante la interfaz SPI y el transceptor CAN MCP255 para darle a su Arduino/Seeeduino la capacidad del CAN-BUS.",31
SLD09041M,/s/l/sld09041m.jpg,Shield Bluetooth (Bajo Consumo), $820.00 ,"Está diseñada para trabajar con placas Arduino, incluyendo Arduino Uno, Mega y Leonardo. Ésta placa te permite conectar tu Arduino con otros dispositivo BLE. Con nuestra implementación actual, la placa soporta la conexión entre un Arduino y un iPhone 4S o iPad de tercera generación.",16
SLD10261P,/s/l/sld10261p.jpg,"Shield TFT Táctil 2.8"" - Version 2", $900.00 ,Este es una pantalla táctil resistiva multifuncional compatible con Arduino / Seeeduino / Arduino Mega. Puede ser utilizado como dispositivo de visualización o croquis pad.,37
SLD10262P,/s/l/sld10262p.jpg,Shield Electroluminiscente, $620.00 ,"EL Shield es otro dispositivo fácil de usar para el control de EL devises, encaja con Arduino y Seeeduino. Usted será capaz de controlar 4 EL devises simultáneamente y/o por separado. El método de control es tan simple como controlar un LED. Impulsado por PWM, puede crear un efecto colorido y florido, controlando cada EL aire de acuerdo a sus propios programas.",37
SLD103D2P,/s/l/sld103d2p.jpg,Renbotics Side Shield, $235.00 ,"El Renbotics Side Shield permite la fácil expansión de su Arduino Shield apilando hacia los lados, es posible reasignar los pines en conflicto conflicto entre los shields, y simplificar el uso de shield de 3.3V con Arduinos de 5V o compatibles.",5
SLD11412M,/s/l/sld11412m.jpg,Kit para Arduino Adafruit Wave Shield - v1.1, $520.00 ,"Incluir audio de calidad en un proyecto de electrónica es sorprendentemente difícil. Éste es un Shield para Arduino que resuelve este problema. Se pueden utilizar archivos de audio de cualquier duración de hasta 22 kHz y 12 bits sin comprimir. Es de bajo costo, disponible como equipo de constrúyalo usted mismo. Tiene un DAC integrado, filtro y amplificador operacional para obtener resultados de alta calidad.",35
SLD12652M,/s/l/sld12652m.jpg,Shield Arduino EasyVR," $1,090.00 ","El EasyVR Arduino Shield es un módulo de reconocimiento de voz multi-propósito diseñado para fácilmente añadir capacidades versátiles, robustas y rentables de reconocimiento de voz, en diferentes idiomas, a prácticamente cualquier aplicación desarrollada sobre la plataforma Arduino.
El módulo EasyVR se puede utilizar con cualquier host con una interfaz UART y alimentación a 3,3 V - 5V, tales como PIC y placas Arduino.",30
SLD33149P,/s/l/sld33149p.jpg,GPRS Shield, $980.00 ,"El GRPS Shield proporciona una manera de utilizar la red celular GSM para recibir datos desde una ubicación remota. Este Shield le permite lograr esto a través de cualquiera de los metodos siguientes: SMS, Audio y datos; con un bajo consumo de energía.  Se controla mediante comandos AT (GSM 07.07, 07.05 y SIMCOM), y es totalmente compatible con Seeeduino/Arduino y Mega. Este Shield GPRS tiene 12 GPIO 2 PWMs y 1 ADC.",76
SLD60781P,/s/l/sld60781p.jpg,Gameduino - Shield Videojuegos," $1,240.00 ","Gameduino conecta el Arduino a un monitor VGA y altavoces, por lo que cualquier persona que pueda escribir un bosquejo en Arduino puede crear juegos de video. Es un paquete completo de 8-bits de bondad para juegos: cientos de sprites (duendes, elfos u objetos), desplazamiento suave, multi-canal de sonido estéreo.
Tome una de las docenas de programas de muestra, y empece a crear su propio juego en pocos minutos.",30
SLD62445P,/s/l/sld62445p.jpg,Shield Pantalla táctil (TFT) de 2.8 pulgadas., $810.00 ,El Shield de pantalla táctil TFT de 2.8 pulgadas de Arduino es una pantalla multicolor TFT (Thin Film Transistor o Capa Delgada de Transistores) compatible con Arduino UNO/Mega. La pantalla touch cuenta con 4 hilos resistivos sensibles al tacto. Éste Shield tiene pines compatibles para su montaje en un Arduino. El driver de la TFT se basa en una interface ST7781R con 8 bits para datos y 4 bits para control.,40
SLD63030P,/s/l/sld63030p.jpg,Shield Bluetooth, $375.00 ,"El Bluetooth Shield integra un módulo serie Bluetooth. Puede ser utilizado fácilmente con Arduino / Seeedstudio para la comunicación serie inalámbrica. Puede seleccionar dos puertos digitales del Arduino D0 a D7 como puertos de serie del software para comunicarse con Bluetooth Shield (D0 y D1 es el puerto de serie del hardware). Este componente también dispone de dos conectores Grove (uno es digital, el otro es analógico) para la instalación de módulos Grove.",16
SLD71385P,/s/l/sld71385p.jpg,Grove - Porta XBee, $265.00 ,"XBee Carrier es una tarjeta de Red Inalámbrica de Sensores (WSN) diseñada para la serie Bee y Groves. Es sobre todo adecuado para nodos Bee independientes como  ,  que tienen un ATMega328 a bordo.",15
SLD80227P,/s/l/sld80227p.jpg,Shield Cargador Solar, $225.00 ,"El cargador solar es un Shield para ampliación en plataformas compatibles con Arduino, permite la carga de la batería adaptada y actúan recarga de la energía empleada en la aplicación. Usted puede usar varias baterías con un voltaje de 2.7V-4.2V a cambiar para salida de 5V, o poner baterías de iones de litio y un panel solar para formar una unidad de sensor autónoma. La corriente máxima suministrada por la tarjeta pueden ser de hasta 700 mA. Un conector USB también es útil para cargar la batería.",20
SLD80256P,/s/l/sld80256p.jpg,Motor Shield, $320.00 ,"El Motor Shield es una plataforma perfecta para aplicaciones de robótica y mecánica. Permite al Arduino para controlar dos motores de corriente directa de 2 hilos o un motor de pasos de 4-hilos. Basado en el puente H, chip L298N, un circuito integrado controlador de motor, se requiere una fuente de alimentación de 6V a 15V para alimentar el motor y también incluye un regulador integrado de 5V para la alimentación principal del Arduino.",37
